#Title: The curious case of HD41248. A pair of static 
#       signals buried behind red-noise
#Authors: Jenkins J.S., Tuomi M.
#Table: HARPS timeseries data for HD41248
#================================================================================
#Byte-by-byte Description of file: apj499004t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label    Explanations
#--------------------------------------------------------------------------------
#   1- 15 F15.7  d       BJD      Barycentric Julian Date of observation
#  17- 23 F7.2   m/s     RVel     Radial velocity  
#  25- 28 F4.2   m/s   e_RVel     Uncertainty in RVel
#  30- 34 F5.3   [-]     S-index  Chromospheric activity S-index
#  36- 40 F5.2   m/s     BIS      Bisector inverse slope
#  42- 48 F7.2   m/s     FWHM     Full-Width at Half-Maximum 
#--------------------------------------------------------------------------------
2456386.4894948 3529.38 1.39 0.168 24.65 6741.94 
2456386.5607204 3527.55 1.25 0.164 22.69 6737.07 
2456387.5267452 3527.35 1.27 0.180 26.54 6738.97 
2456387.5630872 3526.19 1.49 0.170 28.71 6742.92 
2456389.4913755 3530.50 1.22 0.170 28.87 6737.10 
2456389.5578790 3529.82 1.34 0.168 30.95 6741.93 
2456390.4892403 3528.62 1.35 0.170 27.67 6740.02 
2456390.5645400 3527.94 1.32 0.170 25.35 6743.67 
2456394.5131767 3520.93 1.34 0.166 29.75 6742.50 
2456397.5056966 3522.49 1.36 0.165 28.01 6737.56 
2456399.5231059 3524.07 1.05 0.172 30.15 6735.54 
2456402.5030123 3528.33 1.06 0.168 30.25 6739.08 
2456409.4955108 3530.07 7.47 0.205 39.30 6717.70 
2456414.4684733 3532.52 1.19 0.170 23.77 6743.40 
2456521.9016581 3525.91 1.32 0.168 26.89 6749.61 
2456524.9204178 3527.03 0.92 0.174 31.13 6744.43 
2456525.9077938 3533.12 2.05 0.165 22.16 6744.49 
2456526.9330524 3525.49 1.04 0.170 30.36 6745.33 
2456534.9211421 3525.52 0.85 0.169 26.82 6736.37 
2456538.8521797 3536.99 1.65 0.167 29.80 6750.23 
2456538.9215906 3530.71 1.35 0.171 25.16 6741.72 
2456539.9012946 3532.42 1.59 0.174 28.36 6747.01 
2456542.9158485 3529.81 1.42 0.170 33.66 6748.92 
2456543.9208079 3531.25 1.08 0.174 24.88 6748.21 
2456564.7508993 3531.65 1.78 0.166 26.35 6745.64 
2456564.9043048 3534.39 1.82 0.166 25.79 6751.38 
2456565.7808829 3532.73 0.93 0.171 30.83 6747.99 
2456565.8439396 3531.39 1.82 0.168 27.50 6746.86 
2456585.7655987 3524.51 1.20 0.171 27.67 6746.72 
2456585.8490838 3523.68 1.04 0.171 33.58 6746.03 
2456586.7691910 3530.26 1.61 0.169 25.38 6746.28 
2456586.8643661 3528.84 1.11 0.173 29.25 6738.47 
2456589.8651653 3531.07 0.92 0.175 33.10 6740.17 
2456590.7783506 3529.10 1.47 0.170 31.50 6751.98 
2456590.8722988 3533.43 1.38 0.168 25.97 6756.39 
2456591.7566178 3532.10 1.58 0.175 23.82 6751.30 
2456591.8177645 3531.08 1.27 0.174 26.57 6754.02 
2456592.7146993 3534.20 1.23 0.174 26.47 6751.38 
2456592.8521782 3533.31 1.03 0.178 24.86 6743.74 
2456593.8707581 3532.37 1.36 0.174 32.43 6749.38 
2456594.7546831 3531.44 1.46 0.169 32.42 6753.41 
2456594.8060264 3527.69 1.57 0.174 34.27 6748.10 
2456596.6972805 3527.60 1.32 0.173 24.39 6762.69 
2456596.8585212 3526.84 1.75 0.170 27.56 6747.78 
2456599.7447303 3526.40 1.04 0.171 30.20 6743.89 
2456599.8591416 3524.32 1.34 0.171 23.41 6745.79 
2456600.8594907 3525.48 1.03 0.170 25.14 6741.79 
2456601.7290393 3528.45 0.92 0.173 28.60 6746.62 
2456601.8378834 3525.90 0.79 0.169 27.63 6739.36 
2456602.7714141 3525.90 1.04 0.168 32.24 6742.33 
2456604.8350746 3525.25 0.96 0.169 31.53 6739.14 
2456608.8439887 3523.29 1.30 0.172 27.65 6743.17 
2456610.6894263 3522.93 1.07 0.169 27.50 6739.51 
2456610.8735256 3521.37 1.10 0.171 30.97 6737.86 
2456612.7502127 3527.77 1.10 0.174 33.52 6740.98 
2456612.8583272 3526.78 1.12 0.172 29.80 6738.38 
2456613.6797479 3529.07 1.22 0.169 28.03 6735.98 
2456613.8119367 3526.60 1.27 0.171 24.17 6743.79 
2456614.6882999 3531.03 0.93 0.170 27.78 6748.94 
2456614.8534636 3530.97 0.88 0.170 26.26 6742.29 
2456616.7207968 3536.57 1.04 0.175 31.38 6749.62 
2456616.8313997 3534.77 1.01 0.174 28.86 6745.30 
2456617.6567663 3535.31 1.15 0.176 29.28 6748.42 
2456617.7938856 3535.82 1.13 0.175 27.73 6750.32 
2456618.6626320 3540.55 1.05 0.178 29.50 6751.19 
2456618.7062435 3538.81 0.94 0.173 28.45 6754.25 
2456619.7046552 3532.96 1.00 0.174 27.55 6745.56 
2456619.7752114 3530.89 1.03 0.177 29.71 6753.46 
2456620.6982402 3528.84 1.51 0.169 27.96 6751.00 
2456620.7760071 3531.28 1.37 0.174 33.57 6756.66 
2456622.6838006 3526.40 1.42 0.169 19.42 6756.13 
2456623.7458227 3525.46 0.98 0.174 24.04 6742.54 
2456623.8656385 3525.04 1.03 0.170 23.45 6748.55 
2456624.6414198 3524.73 1.27 0.171 29.66 6741.04 
2456624.7668605 3522.75 1.17 0.169 34.98 6733.78 
2456626.6156583 3525.44 1.25 0.175 29.43 6741.58 
2456626.8487502 3523.88 1.10 0.170 28.93 6739.69 
2456627.6233271 3524.30 1.10 0.168 30.72 6742.43 
2456627.8381896 3524.37 0.89 0.169 24.09 6740.67 
2456628.6101737 3524.76 2.28 0.166 27.97 6745.50 
2456628.8421543 3526.22 1.49 0.174 25.51 6739.56 
2456629.6267424 3526.08 1.74 0.165 34.21 6744.21 
2456629.8238847 3526.80 1.21 0.171 32.54 6740.69 
2456630.6085999 3527.11 1.47 0.168 36.99 6746.40 
2456631.6333972 3527.87 1.02 0.167 31.01 6747.34 
2456631.8450650 3523.59 1.08 0.168 29.85 6739.82 
2456632.6133791 3526.43 0.98 0.172 26.77 6744.59 
#456632.8576512 3523.42 1.14 0.168 23.92 6744.24 
